pair_id,job_title,full_job_description,full_resume_text,gold_standard_pct,ai_score_pct,error_margin
271,Technical Support Agent,"paligo is now looking for a technical support agent to join our global technical support team and to be part of our rapidly growing team

who we are

paligo is an industryleading saas company in the field of component content management we enable global team collaboration with our cloudbased ccms product developed to create manage publish and translate technical documentation

we work with fortune  customers worldwide such as allianz amazon mitsubishi the european commission wrike gong and many more our goal is to become the number one solution in the industry by providing an exceptional product great value and excel at customer satisfaction  and now we need you to help us get to the next level

about the role

due to increasing demand for our platform we are now looking for a star to join our technical support team as we are rapidly expanding as a technical support agent you will work in a team with the important part of helping customers via zendesk and intercom you will be responsib","Education Details 
June 2013 to June 2016 Diploma Computer science Pune, Maharashtra Aissms
June 2016 BE pursuing Computer science Pune, Maharashtra Anantrao pawar college of Engineering & Research centre
Python Developer 


Skill Details 
Company Details 
company - Cybage Software Pvt. Ltd
description - I want to work in organisation as a python developer to utilize my knowledge & To gain more knowledge with our organisation.",71,70,1
272,Correctional Officer,"at corecivic we do more than manage inmates we care for people corecivic is currently seeking a correctional officer who has a passion for providing the highest quality care in an institutional secure setting

who we are

corecivic is the leading national provider of highquality security corrections and detention management services providing effective programs that enhance public safety and prepare individuals for success after release headquartered in nashville tennessee with more than  secured facilities nationwide corecivic security employees are driven by a deep sense of service high standards of professionalism and a responsibility to better the public good

what we have
 paid training  comprehensive training to start a successful career
 a supportive environment where employee growth is promoted
 comprehensive benefits package  competitive wages
 pto  paid holidays
 other great incentives

what you get to do
 change the lives of those in your care
 perform routine duties of a co","Technical Skill Set: Programming Languages Apache Hadoop, Python, shell scripting, SQL Technologies Hive, Pig, Sqoop, Flume, Oozie, Impala, hdfs Tools Dataiku, Unravel, Cloudera, Putty, HUE, Cloudera Manager, Eclipse, Resource Manager Initial Learning Program: Tata Consultancy Services: June 2015 to August 2015 Description: This is a learning program conducted by TCS for the newly joined employees, to accomplish them to learn the working standard of the organization. During this period employee are groomed with various technical as well as ethical aspects. Education Details 
 B.E. Electronics & Communication Indore, Madhya Pradesh Medi-caps Institute of Technology & Management
Hadoop developer 

hadoop,hive,sqoop,flume,pig,mapreduce,python,impala,spark,scala,sql,unix.
Skill Details 
APACHE HADOOP SQOOP- Exprience - 31 months
Hadoop- Exprience - 31 months
HADOOP- Exprience - 31 months
Hive- Exprience - 31 months
SQOOP- Exprience - 31 months
python- Exprience - Less than 1 year months
hd",69,66,3
273,Technical Support Representative - Work from Home!,"job description
get to know alorica

at alorica we only do one thing  make lives better one interaction at a time were a global leader in customer service and experience serving the worlds biggest brands with tens of thousands of employees in hundreds of locations around the globe

get to know the client youll be supporting

our client is a global learning company specializing in cuttingedge education technology solutions  youll be making a difference every day for students and teachers most contacts are from professionals teachers and it admins in school districts the support youll be offering is a hybrid of technical support and customer service so experience in both areas is required some of our most successful candidates are not it professionals

job summary

aloricas tier  technical support agents provide basic support to administrators teachers students and parents using educational products in the classroom and at home agents will utilize effective customer support skills and te","Technologies ASP.NET, MVC 3.0/4.0/5.0, Unit Testing, Entity Framework 6.0 Languages C#.NET JS Library JavaScript, JQuery, Angular1.5, Typescript. Tools Visual Studio 2008/2010/2012/2015, Visual Studio Code (IDE), .NET Framework 2.0, 3.5, 4.0, 4.5 Databases SQL Server 2005, 2008, 2014, 2015 Source control tools Tortoise SVN, Git,Education Details 
January 2010 B.Tech  Kakinada, Andhra Pradesh JNTU
Dot Net Developer 

Dot Net Developer - The Tie Bar
Skill Details 
.NET- Exprience - 34 months
ASP- Exprience - 34 months
ASP.NET- Exprience - 34 months
C#- Exprience - 34 months
JAVASCRIPT- Exprience - 34 monthsCompany Details 
company - The Tie Bar
description - Duration: January 2017 to Till Date

Responsibility:
â¢ Design and coding in a .NET server-side environment, specifically utilising the Microsoft MVC framework and client side environment using Knockout JS.
â¢ Consuming Web API and WCF Rest full services.
â¢ Designed and coded application components in an agile environment utilizi",78,86,8
274,Commercial Construction Manager,"full job description 

commercial construction manager 
johnson creek development is actively seeking a commercial construction manager the selected candidate will manage the overall construction of commercial projects and will supervise a team of subordinates subcontractors and suppliers johnson creek development embraces those with entrepreneurial instincts and forwardthinking views we reward our employees who acquire new clients propose new forms of revenue recruit new high performing team members and explore cutting edge business ventures within the commercial realestate construction market our working environment is fast paced and performance expectations are high however we recognize the importance of family and a healthy balance between our employees personal and professional life 

mandatory requirements
bs in engineering construction management or related discipline preferredhs diplomaged  plus years of experience requiredosha  certifiedexperience managing and estimating comme","TECHNICAL SKILLS Skills: Java, SQL, PL/SQL, C, C++, BootStrap, JSP, Ext JS Operating Systems: Windows Tools: Toad, Eclipse, SoapBox, Postman Databases: Oracle, MS-SQL, MS-Access, MS-ExcelEducation Details 
January 2017 B.E. Computer Technology Gondia, MAHARASHTRA, IN Manoharbhai Patel Institute of Engineering and Technology
 HSC  Gondia, MAHARASHTRA, IN S.M.P. Science College
Java Developer 

Java Developer - Xoriant Solutions Pvt Ltd
Skill Details 
Company Details 
company - Xoriant Solutions Pvt Ltd
description - Pune
Period                Sept' 2017 to till date
Role                  Java Developer
Description           ResRent is a team responsible for the development of various
modules for Hertz. They are responsible for the development of screens in the portfolios they look after, and act as a
primary control function; developing webservices to ensure it can
be hit by XML and JSON. We build various modules which are
inbuilt in Hertz to provide interfaces for end users in their ta",78,78,0
275,Career Coach (Remote Accepted),"what is pathrise
pathrise yc  is an online program for tech professionals that provides on mentorship training and advice to help anyone land their next job on top of that were built around aligned incentives fellows only pay when they get hired and start working at a job first

every day we are expanding our team and our services we are looking for individuals who are ready to jump into a new role with us we are a flourishing team and we really enjoy working together to improve our fellows chances of getting the jobs of their dreams if this sounds like something youd be interested wed like the opportunity to get to know you more

our mission
we seek to uplift job seekers in their careers and help them fulfill their hopes ambitions and livelihoods read more about why were driven to do this in our manifesto

the role
the career mentor team is the fastest growing at pathrise with curriculum developed by extechnical recruiters we are looking for missiondriven and hardworking career educat","Education Details 
January 2016 Bachelor Of Engineering LEAN PROJECTS Mumbai, Maharashtra Mumbai University
January 2013 Diploma Computer Engineering Ratnagiri, Maharashtra Maharashtra State Board of Technical Education
SAP CONSULTANT 

SAP CONSULTANT - Quick Learner
Skill Details 
Company Details 
company - Quick Learner
description - Groomed skills with Microsoft Excel.
Job Responsibilities:
Working on Centralized SAP Security project which includes User            â¢ VBA programming for automation.
Level authorizations including Role creation and changes. and
Compliance policy maintenance for SAP systems.
â¢ Confidence and Positive Attitude.
Assisting users in troubleshooting and identifying authorization
issues using SU53 and trace analysis.
Willingness to learn & work in team.
Working on GRC 10.X Access Control application and all its
component.
â¢ Strong analytical thinking, documentation and design skills
Assisting in defining the scope of a project/opportunities,
estimating ",80,71,9
276,Real Estate Acquisitions Sales Associate - Start Immediately,"we are on the lookout for an organized real estate acquisitions sales associate to join our amazing team at path home team in denver co
growing your career as a full time real estate acquisitions sales associate is an amazing opportunity to develop relevant skills
if you are strong in people management critical thinking and have the right experience for the job then apply for the position of real estate acquisitions sales associate at path home team today

we are a highperformance real estate team on the lookout for a fulltime real estate acquisitions specialist youll hunt prepare and close deals and ensure each transaction is smooth and successful this position is instrumental in the growth and success of our business so we provide the tools and support our acquisitions team needs to perform at their best the ideal candidate is a talented acquisitions specialist who is persuasive confident and detailoriented if you have a history of exceeding your goals and are looking to take your ca","Education Details 
August 2010 to May 2017 BE Electronics & Communication Jabalpur, Madhya Pradesh Takshshila institute of technology
Java developer 


Skill Details 
Java, Javascript,- Exprience - 6 monthsCompany Details 
company - Wab It Softwere Pvt.  Ltd.
description - Jr. Java Developer",72,74,2
277,Application Development -L6,"butler is known for consistently exceeding customer expectations our top  customers have averaged more than  years of service by butler which is a testament to our quality and high standards we are well positioned to take advantage of industry growth and to leverage our domain expertise

our mission is

to be a highly respected solutions provider by capitalizing on our domain expertise and entrusting our employees to deliver exceptional value for our customers and stakeholders

our client is one of the top ten exchange carriers in the us we have a requirement for

job title application development

location clifton nj 

duration  months contract

job description
 must have real time operating systems experience
 experience with c andor ada

qualifications
 bachelors degree in computer science electrical engineering or related engineering field
  years of embedded software engineering experience
  years experience with c andor ada
  years real time operating systems experience

preferre","Skills Legal Writing Efficient researcher Legal Education Family Law Criminal Defence Environment law and litigation Business legal issue Banking Law and commercial lawEducation Details 
January 2014 LLM Criminology Pune, Maharashtra University of Pune
January 2012 LLB Law Pune, Maharashtra University of Pune
January 2012 Diploma Labour Law Pune, Maharashtra University of Pune
Advocate 

Advocate
Skill Details 
LEGAL WRITING- Exprience - 6 months
LITIGATION- Exprience - 6 monthsCompany Details 
company - Family, Criminal in District and Session Court
description - Legal consultancy services for
Co-operative Banks, Scheduled Banks and Private Banks
Clients
Federal Bank (Chinchwad, Pune)
Bharat Co-Operative Bank (Chinchwad, Pune)
ICICI Bank

Scope of work
Finalising Loan Agreements,
Mortgage agreement, Release Deed  and Notice of Intimation,
Title Deed, Search Report
DRT cases
Legal notices for recovery of dues,
Filing Summary suits
Paper Notice,
Power of Attorney
Indemnity bond

Family ",69,63,6
278,Biotech Equity Research Associate," biotech equity research associatenew york
 the smidcap biotechnology equity research team currently covers  listed companies spanning three main disease areas of oncology central nervous system disorders and rare diseases
 the lead analyst is highly ranked in the institutional investor vote for the biotech category
 in  the team completes over dozen ipos and continues to conduct in depth vettings of private companies in addition to maintaining coverage of already established companies
 this means that the candidate for this position should be intellectually curious and have a deep desire to learn
 the ideal candidate possesses a life science background and experience with financial modeling as well as passion to follow the stock market
 bachelor s degree
  shift united states of america
 the company also prohibits discrimination on other bases such as medical condition marital status or any other factor that is irrelevant to the performance of our teammates
 to view the eeo is the law","Training attended: 1. Successfully completed ESD program conducted by Zensar Technologies, Pune in 2017. 2. Successfully completed Employability training conducted by Barclays, Global Talent Track, and NASSCOM foundation in 2015. Achievements: 1. Treasurer in IEEE student branch at JSCOE, Pune for 2017-18. 2. Worked as team leader in collegeâs various technical and cultural events from 2016 - 2017. 3. Project idea got selected for final prototyping round in KPIT-Sparkle 2018, Pune. 4. Participated in Avishkar 2017 conducted by Savitribai Phule Pune University. 5. Project idea submitted in Accenture Innovation 2018, Pune. 6. Brought sponsorship of Rs. 15,000 from Platinum Auto (formerly Royal Enfield) in 2017, Pune. 7. Secured 1 st Rank for college level competition of Poster presentation on Smart ambulance in 2017, Pune. 8. Organized IEEE workshop on âExcellence in English and Public Speakingâ in 2017, Pune Workshops attended: 1. Successfully completed 4 daysâ workshop on âMe",69,64,5
279,"Associate Director, Global Capital Markets Documentation, GBM...",press tab to move to skip to content link please be advised that our careers site will be unavailable from november  at  et to november   et for scheduled system maintenance title associate director global capital markets documentation gbm requisition id  join a purpose driven winning team committed to results in an inclusive and highperforming culture position associate director global capital markets documentation gbm new york office purpose contributes to the overall success of the global capital markets documentation gcmd group by ensuring specific individual goals plans and initiatives are executed  delivered in support of the teams business strategies and objectives ensures all activities conducted are in compliance with governing regulations internal policies and procedures accountabilities  champions a customer focused culture to deepen client relationships and leverage broader bank relationships systems and knowledge this includes having a sense of urgency professionalism and ,"SKILL SET â Talend Big Data â Informatica Power center â Microsoft SQL Server â SQL Platform 6.2.1 Management Studio Workbench â AWS Services â Talend Administration Console â Microsoft Visual â Redshift (TAC) Studio â Athena â Data Warehouse Concept - Star â SQL â S3 Schema, Facts, Dimensions â Data Modeling - â Data Integration Microsoft Access Education Details 
January 2012 to January 2016 BE  Mumbai, Maharashtra University of Mumbai
January 2012 CBSE Technology Kochi, Kerala St. Francis
Talend ETL Developer 

Talend ETL Developer - Tata Consultancy Services
Skill Details 
DATA WAREHOUSE- Exprience - 23 months
DATABASE- Exprience - 20 months
INTEGRATION- Exprience - 20 months
INTEGRATOR- Exprience - 20 months
MS SQL SERVER- Exprience - 20 monthsCompany Details 
company - Tata Consultancy Services
description - Prepared ETL mapping Documents for every mapping and Data Migration document for smooth transfer of project from development to testing environmen",79,75,4
280,Human Resource Coordinator,"menards is the  home improvement retailer in the midwest as well as a great place to work as a member of our team you will find daily challenges fun people to work with and great benefits menards has opportunities for team players that possess the knowledge skills and desire to succeed on all levels additionally you will ensure that menards continues to be a place people are excited to work at and be a part of a topnotch team you will work directly with the general manager and the operations human resources manager to ensure our store atmosphere is positive and fosters the success of its team members

position responsibilities
 coordinate and participate in new team member recruitment interview and selection activities and orientation
 facilitate team member training and development utilizing corporate training programs
 use company software to insure maximization of payroll dollars
 ensure all team member concerns are addressed and resolved in a timely manner
 ensure team memberrelate","Areas of expertise â¢ Big Data Ecosystems: Hadoop-HDFS, MapReduce, Hive, Pig, Sqoop, HBase Oozie, Spark, Pyspark, HUE and having knowledge on cassandra â¢ Programming Languages: Python, Core Java and have an idea on Scala â¢ Databases: Oracle 10g, MySQL, Sqlserver NoSQL - HBase, Cassandra â¢ Tools: Eclipse, Toad, FTP, Tectia, Putty, Autosys, Anaconda, Jupyter notebool and Devops - RTC, RLM. â¢ Scripting Languages: JSP â¢ Platforms: Windows, UnixEducation Details 
 M.Tech (IT-DBS) B.Tech (CSE)  SRM University
Software Engineer 

Software Engineer - Larsen and Toubro
Skill Details 
Company Details 
company - Larsen and Toubro
description - Worked as a Software Engineer in Technosoft Corporation, Chennai from Aug 2015 to sep 2016.
company - Current Project
description - Duration: September 2016 to Till date
Vendor: Citi bank
Description:
Citibank's (Citi) Anti-Money Laundering (AML) Transaction Monitoring (TM) program is a future state solution and a rules-based system for transacti",79,73,6
281,Software Developer- Entry Level,"apprentice now has an excellent tech job opportunity for individuals looking to start and build a new career in technology as a software developer our client is an industry leader in technology services and consulting providing you a great job opportunity in the tech field to get your foot in the door

you will have the opportunity to work alongside a team of professionals to solve reallife problems and learn how to make an impact they will equip you with everything you need to know to make a meaningful impact as a professional within their organization and start your new career off right this is a fulltime salaried opportunity with benefits and no prior technical experience required

software development job duties may include but not limited to

responsible for developing solutions for clients using appropriate software

involves daytoday configuration build test support and maintenance

build and test interfaces for application development assignments test all code developed as per ","Education Details 
 BE IT   pjlce
Java Developer 

Java Developer
Skill Details 
c++- Exprience - Less than 1 year months
c- Exprience - Less than 1 year months
JAVA- Exprience - Less than 1 year months
DS- Exprience - Less than 1 year months
Jdbc- Exprience - 24 months
Hibernate- Exprience - Less than 1 year months
Java J2Ee- Exprience - Less than 1 year months
Javascript- Exprience - 6 months
JQuery- Exprience - 6 months
Ajax- Exprience - 6 monthsCompany Details 
company - Almighty tech pvt ltd nagpur
description - 1. As a Java Developer.
â ORGANISATION: Almighty tech pvt ltd Nagpur
â DESIGNATION.: Java Developer.
â DURATION.: From 1st jan 2018
â Notice Period: 15 days
JOB RESPONSIBILITIES
â Resolve Bugs
â Develop project as per user requirement.

KNOWLEDGE ABOUT:-
â Programming language C, C++, DS, Java(Swing, JDBC, J2EE) java script,jquery,Ajax
â Ms office, Excel.",89,89,0
282,Sales Associate – Luxury Brand in NYC!,"our client a luxury brand is seeking a sales associate to join their team in nyc

responsibilities
 engage with clients to build sales on the sales floor
 provide highest level of customer service by presenting products to customers explaining benefits features quality prices and product care
 achieve given sales and kpi targets through initiating crossselling and addons
 maintain client book  actively gain new customers for database
 merchandise the boutique including window decos  instore visuals ensure that all products are perfectly displayed efficiently organized and within corporate guidelines
 preparation of merchandise orders handling of product deliveries and receipt of merchandise
 maintain all areas in pristine condition at all times including shelves modules floor cash counter dressing room stock room etc
 take part in regular training  team meetings regarding product knowledge customer service promotions and visual merchandising
 handle the pos and cash system
 maintain ca","TECHNICAL SKILLS Operating Systems MS Windows Server 2012/2008/XP Software and Tools MS LiteSpeed, Idera SQL Safe, SSMS, Upgrade Advisor, SQL Server Profiler, SCOM, Diagnostic Manager, Remedy, Jira, Infopacc, Tivoli TDP backup tool, SQL Pack DatabasesMS SQL Server 2016/2014/2012/ 2008 R2/ 2008, Oracle 10g, Netezza Microsoft azure Education Details 
 Masters of Science Computer Science Pune, Maharashtra Indira College, Pune University
Lead database administrator 

Microsoft Certified Professional with 11 years of experience in database administration on MS SQL Server 2016/2014/2012/2008 R2/ 2008
Skill Details 
MS SQL SERVER- Exprience - 110 months
Microsoft azure- Exprience - Less than 1 year months
Always on availabiity group- Exprience - Less than 1 year months
Database mirroring- Exprience - Less than 1 year months
Performance tuning- Exprience - Less than 1 year months
Log shipping- Exprience - Less than 1 year months
Installation , upgrade, migration and patching- Exprience - Less ",70,76,6
283,Customer Service Representative (Work at Home),"

minimum level of education
high school or equivalent
minimum years of experience
 year
employment type
full time
travel percentage

position summary
who we are
guest worldwide is a leading global manufacturer and distributor to the travel and leisure industry providing products to over  hotels in  countries we manufacture personal care amenities and a full range of textiles and we distribute nearly everything else you find in the hotel public guest areas in the hotel room recently achieving a billion dollars in annual revenue guest worldwide has grown its business by over  in the last  years guest worldwide is also a wholly owned subsidiary of sysco sysco is a  billion dollar industry leading global food and beverage distribution company employing thousands of employees worldwide and home to the  largest sales organization in the world 

the customer service representative provides customer and territory managers tms support with the sales of hotel and operational supplies 
work at h","Education Details 
 B.C.A Bachelor Computer Application Pune, Maharashtra Pune University
 H.S.C.  Pune, Maharashtra Pune University
 S.S.C.  Pune, Maharashtra Pune University
Web Designing and Developer 

php Developer - Exposys Pvt. Ltd
Skill Details 
Company Details 
company - Exposys Pvt. Ltd
description - Technical Skills
Web Development: HTML5, CSS3, Bootstrap, PHP, Ajax, Jquery, JavaScript.
Database: MySQL.
Development Tools: Notepad++, Sublime Text2.
Framework: Codeigniter.
Server: Apache tomcat, Xampp Control Panel.
Operating Systems: Windows.
company - Exposys Pvt. Ltd
description - Pune.	Augest 2017 to till date

Project Details:
Project-I: Pragat Bharat System
Technologies Used: HTML, CSS, BOOTSTRAP, PHP, JQUERY, AJAX.
Database Used: My SQL.
Team size: 1
Position: Software Developer
Synopsis: This project aim is specially design for people. It is used to collect information to diifernt sector.

Project-II: Go Ayur System
Technologies Used: HTML, CSS, BOOTSTRAP, PHP, JQUERY,",72,71,1
284,Accounts Receivable-FC,"connect with a great stable company who believes in developing its people seeking an accounts receivable representative to join our teamcolumbus oh

fcx performance is an applied industrial technologies company and a leading process flow control company as an accounts receivable representative with fcx performance you will ensure payments for goods and services are being received communicating with customers while resolving issues

you will have a direct impact on the bottom line

essential functions  responsibilities
 communicate with customers in courteous and professional manner
 ability to review and reconcile accounts which included assessing whether corrections of transactions such as cash posting invoices amounts creditdebit memos etc
 assess customer requirements to ensure invoices are processed and paid timely
 research and resolve issues with customers andor sales staff
 monitor and maintain ar aging and perform collection duties in a timely manner
 ability to work with manag","TechnicalProficiencies DB: Oracle 11g Domains: Investment Banking, Advertising, Insurance. Programming Skills: SQL, PLSQL BI Tools: Informatica 9.1 OS: Windows, Unix Professional Development Trainings â¢ Concepts in Data Warehousing, Business Intelligence, ETL. â¢ BI Tools -Informatica 9X Education Details 
 BCA  Nanded, Maharashtra Nanded University
ETL Developer 

ETL Developer - Sun Trust Bank NY
Skill Details 
ETL- Exprience - 39 months
EXTRACT, TRANSFORM, AND LOAD- Exprience - 39 months
INFORMATICA- Exprience - 39 months
ORACLE- Exprience - 39 months
UNIX- Exprience - 39 monthsCompany Details 
company - Sun Trust Bank NY
description - Sun Trust Bank, NY JAN 2018 to present
Client: Sun Trust Bank NY
Environment: Informatica Power Center 9.1, Oracle 11g, unix.

Role: ETL Developer

Project Profile:
Sun Trust Bank is a US based multinational financial services holding company, headquarters in NY that operates the Bank in New York and other financial services investments. The compan",82,81,1
285,Dump Truck Driver,"these include but are not limited to

whether working in construction or any other field dump truck drivers will be required to fulfill a number of responsibilities while on the job

strong communication skills  can speak clearly no matter what type of situation is able to listen to others responds to questions can present in a group will actively participate in meetingsinterpersonal skills  driver should be able to listen to others without interruption control emotions have a willingness to listen to others and a focus on resolving conflict peacefullyawareness of budget  driver should maintain awareness of costs to help contribute to profits and reduce lossefficiency  driver should complete work efficiently while working on increased productivity they should also work in a safe manner and encourage others to be safe as wellethical awareness  driver must treat coworkers and clients with respect maintain commitments show up to appointments on time show integrity and uphold values of emp","Education Details 
January 2017    Rachana Sansad School of Interior Deign
January 2013    Holy Family High School
 Master of Commerce Marketing Mumbai, Maharashtra University of Mumbai
Drawing & Arts & Craft Teacher 

Drawing & Arts & Craft Teacher - Ghatkopar YMCA
Skill Details 
Company Details 
company - Ghatkopar YMCA
description - for 3 Years.
â Worked in Jungle Cubs Gym as a Co-ordinator for 1 Year.",78,82,4
286,"Regional Sales Director, SAP - NE - United States"," location remote  northeast united statessyntax is a leading managed cloud provider for mission critical enterprise applications and has been providing comprehensive technology solutions to businesses of all sizes since 
 syntax has undisputed strength to implement and manage erp deployments oracle sap in a secure and resilient private public or hybrid cloud
 with strong technical and functional consulting services and worldclass monitoring and automation syntax serves some of north americas largest corporations across a diverse range of industries
 syntax has offices worldwide and partners with oracle sap aws microsoft ibm and other global technology leaders
 position summarythe regional sales director  solution saleswill be part of a national sales team and will work within the southeast region
 the position is a remote position but will include  travel throughout the northeast and other areas of the country
 the regional sales director will be responsible for prospecting in hisher t","Technical Skills / Responsibilities: â¢ Hands on Experience with Production and Maintenance of Projects. â¢ Experience in handling projects in agile methodology. â¢ Experience in handling projects in SDLC, Involved in each stage of Software Development Life Cycle. â¢ Responsible to gather requirement (Customer Interaction) and providing Estimate & solution document then as per process FS, TS, Coding, UTP, UTR, PTF, SOW submission to customer. â¢ Having strong knowledge of Debugging and Testing based on Python and AS/400. â¢ Worked as Change Controller - Responsible for promoting changes in Development to UAT and LIVE environment through Pivotal Cloud Foundry. â¢ Have good communication skills, Inter personal skills, hardworking and result oriented as an Individual and in team. Certification and Trainings: â¢ Completed Internal Python training. â¢ Completed Internal Python Web Crawling training. â¢ Completed Internal Python Web Scraping training. â¢ Completed Internal Python ",91,95,4
287,Compliance Director,"description

shift day job

schedule fulltime

build the possibilities make an extraordinary impact

responsible for directing foundational and strategic compliance responsibilities with consistent excellence that support the team and management

how you will make an impact
 focused on medicare parts c  d appeals and grievances mcag  directs projects initiatives regulatory sanctions executivesponsored initiatives regulatory audits or exams internal audits accreditations onsite reviews risk assessments audit planning conducting mock audits conducting audit training managing audit evidence preparation assessing audit preparedness
 leads compliance monitoring to identify process gaps validate compliance levels map processes draft corrective actionsremediation plans oversee implementation of corrective actions prepare reportspresentations
 leads complex investigations and documents findings
 develops strategic plans makes recommendations to leadership designsimplements annual compliance pl","Education Details 

Hadoop Developer 

Hadoop Developer - INFOSYS
Skill Details 
Company Details 
company - INFOSYS
description - Project Description: The banking information had stored the data in different data ware house systems for each department but it becomes difficult for the organization to manage the data and to perform some analytics on the past data, so it is combined them into a single global repository in Hadoop for analysis.

Responsibilities:
â¢       Analyze the banking rates data set.
â¢       Create specification document.
â¢       Provide effort estimation.
â¢       Develop SPARK Scala, SPARK SQL Programs using Eclipse IDE on Windows/Linux environment.
â¢       Create KPI's test scenarios, test cases, test result document.
â¢       Test the Scala programs in Linux Spark Standalone mode.
â¢       setup multi cluster on AWS, deploy the Spark Scala programs
â¢       Provided solution using Hadoop ecosystem - HDFS, MapReduce, Pig, Hive, HBase, and Zookeeper.
â¢",80,71,9
288,Supply Chain Analyst - Senior,"we are looking for the right people  people who want to innovate achieve grow and lead we attract and retain the best talent by investing in our employees and empowering them to develop themselves and their careers experience the challenges rewards and opportunity of working for one of the worlds largest providers of products and services to the global energy industry
 under general supervision facilitates and conducts analysis of supply chain data including company and industry trends in key categories and supplier groups to support supply chain teams
 under general direction develops enhances tests and implements analytical reports to support supply chain processes and required metrics
 utilizes various data sources to assemble analyze and provide deep business insights from the data
 takes ownership of reporting using internal data and industry trends and compiles research using third party data
 identifies and proposes automations and efficiency improvements by leveraging technolog","Education Details 
January 2015 Bachelor of Engineering EXTC Mumbai, Maharashtra Mumbai University
January 2012 Diploma Industrial Electronics Vashi, MAHARASHTRA, IN Fr. Agnel Polytechnic
ETL Developer 

ETL Developer
Skill Details 
informatica- Exprience - 36 monthsCompany Details 
company - Blue Shield of California
description - Duration: (Mar 2016 - Sept 2017)

Description:
Blue Shield of California (BSC) is health plan provider. The intent of this project is to process feeds coming in and going out of BSC system related to eligibility, enrollment, and claims subject areas. All these feeds comes in different formats and are processed using Informatica 9.6.1, Oracle 11g, Facets 5.0 &Tidal.

Technical environment: ETL tool (Informatica power Center 9.6.1), Oracle 11g (SQL, PL-SQL), UNIX, Facets, Tidal, JIRA, Putty.

Role: ETL Developer
Responsibilities: â¢ Responsible for analyzing the business requirement document â¢ Involved in development of Informatica mappings using different ",78,75,3
289, Construction Project Manager,"overview
location of construction pm currently seeking construction project managers currently located in the northeast market near a major airport
 
travel extensive travel typically overnight tuesdaythursday weekly with potentially more travel as needed based on business needs
 
this manager of construction projects is responsible for visiting budgeting developing plans conducting formal bidding managing construction activities and conducting all contract administration including contract modifications and pay applications for new relocated and construction projects at existing stores 

responsibilities
direct general contractors architects and vendors to complete construction projects while meeting contract requirements and tractor supply company tsc required timelinesreview construction contracts and pay requests per the detailed and dynamic contract checklists and pay application checklistsreview and monitor projects by developers and landlord contractors for compliance with tsc b","Education Details 
August 2000 B.E Electronics Pune, Maharashtra Pune University
Operations Manager 

Operations Manager - Delta Controls, Dubai FZCO
Skill Details 
Company Details 
company - Delta Controls, Dubai FZCO
description - Heading Pune Branch [M/s Deltannex Integrators Pvt. Ltd.]                        From Aug '17 till date
Designation - Operations Manager [1st Employee] 
1. Reporting to the GM-Operations 2. Review of SOW, RFQ, Assist the proposal Team on the Engineering man hours, Project Schedule, Organization
Chart and Meeting the client for pre-sales support 3. Review of SOW, RFQ, Client's Purchase Order or contract terms & conditions 4. Project Execution Plans after through discussion with client & consultants 5. Kick of meeting & Ad-hoc meetings with client 6. Project evaluation in terms of outlays & profits 7. Ensuring an appropriate project management framework 8. Management of all contractual and commercial issues related to the project 9. Monitoring, reviewing & re",94,100,6
290,Business Development Center Representative - Performance Columbus,"at performance columbus family of dealerships contiues to expand

we have immediate full time opportunities for bdc service representatives at our performance columbus family of dealerships you will be working in an inboundoutbound call center that schedules appointments for our service departments

performance columbus family of dealerships is a leading automotive retailer with  automotive dealerships as well as a motorsports location if you consider yourself to be highly motivated friendly and career minded performance columbus is the team for you

apply now and make going to work fun again

employee benefits package
 top level compensation
 hsa  fsa health plan
 dental  vision plan
 short  long term disability
 life insurance
 company match retirement
 paid time off
 employee purchase program

the performance impact

exceptional  team  passion  community

remembera smile changes the delivery of everything

if youre ready for a new and exciting change in your career take the first st","Education Details 
 BCA   Vinayaka Missions University
Operations Manager 

Operations Manager
Skill Details 
Operations Management- Exprience - Less than 1 year monthsCompany Details 
company - BNY Mellon International Operations (India) Pvt. Ltd
description - Organization: BNY Mellon International Operations (India) Pvt. Ltd.: Sept 2009- till date
BNY Mellon provides a broad range of products and services in the areas of Investment Management, Investment Services and Treasury Services. Our customers are institutions, corporations, and high-net-worth individuals, as well as consultants and advisors who work with them.

Line of Business (LOB): Revenue &Billing Services (R&BS)
Revenue and Billing Services is a Global Center of Excellence that generates invoices and collects fee revenue from Investment Services clients. 218 staff across five locations (Brooklyn, Pittsburgh, Syracuse, Pune, and UK) . Various Businesses supported are Asset Servicing, Corporate Trust, Treasury Services, Bro",74,80,6
